epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,407.952,1.41758,1.61853,1.53052,0.61287,0.66667,0.66935,0.23157,2.39119,2.45371,2.90385,0.0006536,0.0006536,0.0006536
36,420.803,1.45907,1.53765,1.50649,0.81801,0.88889,0.84927,0.2796,2.15991,2.13293,2.56766,0.000614,0.000614,0.000614
37,433.155,1.49455,1.61095,1.57258,0.81801,0.88889,0.84927,0.2796,2.15991,2.13293,2.56766,0.0005744,0.0005744,0.0005744
38,445.594,1.49736,1.70315,1.57061,0.7039,0.88889,0.78283,0.33682,2.00891,2.08296,2.1959,0.0005348,0.0005348,0.0005348
39,458.517,1.45071,1.6644,1.6101,0.63498,0.88889,0.70717,0.29667,2.01861,2.13024,2.05828,0.0004952,0.0004952,0.0004952
40,472.041,1.48365,1.65062,1.64362,0.57408,1,0.765,0.2737,2.03443,2.14675,2.0746,0.0004556,0.0004556,0.0004556
41,485.163,1.39512,2.11918,1.63244,0.57408,1,0.765,0.2737,2.03443,2.14675,2.0746,0.000416,0.000416,0.000416
42,497.906,1.54679,2.09211,1.64275,0.4405,0.88889,0.64667,0.27985,1.84997,2.18241,1.88992,0.0003764,0.0003764,0.0003764
43,510.936,1.47904,1.98728,1.70299,0.60558,0.88889,0.76594,0.4061,1.62758,2.05264,1.74566,0.0003368,0.0003368,0.0003368
44,524.283,1.33212,1.97,1.59642,0.77413,0.88889,0.87175,0.46953,1.58708,1.94246,1.72581,0.0002972,0.0002972,0.0002972
45,537.659,1.32376,1.91563,1.6013,0.77413,0.88889,0.87175,0.46953,1.58708,1.94246,1.72581,0.0002576,0.0002576,0.0002576
46,551.228,1.35431,1.94795,1.55922,0.85202,0.88889,0.84369,0.43234,1.565,1.98233,1.70501,0.000218,0.000218,0.000218
47,564.378,1.36662,2.05938,1.62031,0.8426,0.88889,0.83108,0.42729,1.55043,1.98499,1.70192,0.0001784,0.0001784,0.0001784
48,577.69,1.31864,1.91795,1.64195,0.85068,0.88889,0.83147,0.4178,1.54815,1.96868,1.71142,0.0001388,0.0001388,0.0001388
49,590.876,1.20801,1.83857,1.53815,0.85068,0.88889,0.83147,0.4178,1.54815,1.96868,1.71142,9.92e-05,9.92e-05,9.92e-05
50,604.169,1.19514,1.86975,1.48689,0.82085,0.88889,0.83147,0.4266,1.52776,1.96514,1.7,5.96e-05,5.96e-05,5.96e-05
